,Unnamed: 0,Plane,VG,VD,Location,Criteria,Height,Width,inpPotPath,inpChargePath,cmpPotPath,cmpChargePath,tarPotPath,tarChargePath,Pot Mean,Pot STD,Charge Mean,Charge STD
16979,16979,XY,0.70625,0.05,7,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_7_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_7_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_7_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_7_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_7_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.05_7_charge_5.txt,-0.2207753132363132,0.0369428190417408,17.455010171406535,1.9929964587972309
16994,16994,XY,0.8,0.6125,11,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_11_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_11_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_11_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_11_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_11_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_11_charge_8.txt,-0.3386108135828136,0.1722402808234087,17.85461606026061,2.0090875044680385
16999,16999,XY,0.14375,0.70625,6,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_6_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_6_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_6_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_6_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_6_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.70625_6_charge_4.txt,0.1337850828902979,0.2300844276453824,10.97008716661905,3.5184660810293438
17007,17007,XY,0.425,0.70625,18,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_18_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_18_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_18_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_18_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_18_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_18_charge_5.txt,-0.1204265018935204,0.2140423791110503,15.030515442117862,2.4089510204305125
17014,17014,XY,0.05,0.14375,5,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.14375_5_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.14375_5_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.14375_5_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.14375_5_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.14375_5_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.14375_5_charge_6.txt,0.100287968579002,0.1752767653515367,12.478007071243807,3.178163277376074
17015,17015,XY,0.2375,0.51875,15,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_15_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_15_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_15_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_15_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_15_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.51875_15_charge_5.txt,0.0403953355749826,0.2286554095007948,13.696492202196165,3.1363222063710414
17018,17018,XY,0.51875,0.2375,2,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.2375_2_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.2375_2_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.2375_2_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.2375_2_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.2375_2_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.2375_2_charge_4.txt,-0.1328182808385308,0.0987471595210335,13.268077742572112,1.6950252374471149
17022,17022,XY,0.8,0.6125,17,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_17_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_17_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_17_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_17_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_17_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.6125_17_charge_8.txt,-0.3481180232155232,0.1652954714766729,17.532959902528102,2.011835142392272
17023,17023,XY,0.51875,0.8,15,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_15_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_15_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_15_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_15_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_15_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.8_15_charge_4.txt,-0.2029262364171864,0.2207372623199821,16.47523130800497,2.19709571063796
17037,17037,XY,0.14375,0.2375,19,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.2375_19_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.2375_19_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.2375_19_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.2375_19_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.2375_19_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.2375_19_charge_4.txt,0.1447412291475052,0.2118569065994018,12.392786304187307,3.641834569002213
17038,17038,XY,0.14375,0.14375,15,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_15_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_15_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_15_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_15_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_15_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.14375_15_charge_5.txt,0.1443151257589397,0.2029511149422747,13.527025520684196,3.680770750249378
17043,17043,XY,0.33125,0.51875,12,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_12_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_12_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_12_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_12_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_12_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.51875_12_charge_5.txt,-0.0397927929570339,0.2158268895570479,14.92171120698398,2.7770335144046268
17044,17044,XY,0.425,0.33125,9,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_9_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_9_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_9_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_9_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_9_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.33125_9_charge_5.txt,-0.0919738939141718,0.1562659473597728,15.864624756613535,2.452579853548972
17053,17053,XY,0.14375,0.51875,6,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.51875_6_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.51875_6_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.51875_6_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.51875_6_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.51875_6_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.51875_6_charge_5.txt,0.1337862623619196,0.2300648799692874,11.538180299050236,3.4654801681884586
17054,17054,XY,0.14375,0.05,5,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_5_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_5_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_5_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_5_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_5_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_5_charge_5.txt,0.1670149158519057,0.1823405397365784,12.021704861893385,3.511440572669678
17062,17062,XY,0.2375,0.70625,5,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.70625_5_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.70625_5_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.70625_5_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.70625_5_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.70625_5_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.2375_0.70625_5_charge_5.txt,0.0547906336067221,0.2188636453663481,11.417549282837134,2.972230579828236
17064,17064,XY,0.51875,0.70625,7,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.70625_7_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.70625_7_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.70625_7_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.70625_7_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.70625_7_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.70625_7_charge_4.txt,-0.1965400974705475,0.2062858427358329,16.040393829280358,2.1878827907707104
17093,17093,XY,0.51875,0.14375,24,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_24_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_24_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_24_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_24_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_24_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_24_charge_4.txt,-0.1202130179487179,0.079384341696136,12.66978191252401,1.6286749299676753
17104,17104,XY,0.51875,0.14375,23,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_23_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_23_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_23_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_23_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_23_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.14375_23_charge_4.txt,-0.1232713984753984,0.0800567869500308,13.34243259028414,1.6892512312054666
17106,17106,XY,0.05,0.33125,7,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.33125_7_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.33125_7_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.33125_7_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.33125_7_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.33125_7_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.33125_7_charge_6.txt,0.0748716976108801,0.2097963975683983,13.3461660449051,3.3086047439009643
17129,17129,XY,0.425,0.70625,15,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_15_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_15_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_15_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_15_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_15_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.425_0.70625_15_charge_5.txt,-0.1246930936173596,0.2193928906242188,15.578994135061428,2.409474466359889
17147,17147,XY,0.70625,0.8,4,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_4_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_4_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_4_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_4_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_4_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.8_4_charge_6.txt,-0.322158588011088,0.1866256296341959,15.181855881666037,1.66144966752105
17148,17148,XY,0.14375,0.05,7,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_7_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_7_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_7_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_7_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_7_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.14375_0.05_7_charge_5.txt,0.159835304039501,0.1863489350334991,13.186123816384017,3.6431031577127824
17155,17155,XY,0.05,0.6125,13,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.6125_13_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.6125_13_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.6125_13_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.6125_13_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.6125_13_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.05_0.6125_13_charge_6.txt,0.0578512488562023,0.2314633396033767,13.220223241314953,3.172674444382582
17162,17162,XY,0.33125,0.2375,17,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_17_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_17_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_17_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_17_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_17_pot_5.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.33125_0.2375_17_charge_5.txt,-0.008951010810395,0.1637485174160784,14.85749575509106,2.829319224124445
17179,17179,XY,0.8,0.33125,17,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.33125_17_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.33125_17_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.33125_17_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.33125_17_charge_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.33125_17_pot_8.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.8_0.33125_17_charge_8.txt,-0.3117735114345114,0.0971271603185238,17.62070345072805,2.0049745588675942
17180,17180,XY,0.51875,0.51875,1,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_1_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_1_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_1_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_1_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_1_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.51875_1_charge_4.txt,-0.1515910442134442,0.151104534368579,12.415195896732484,1.6362966840484965
17182,17182,XY,0.51875,0.33125,18,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.33125_18_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.33125_18_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.33125_18_pot_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.33125_18_charge_2.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.33125_18_pot_4.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.51875_0.33125_18_charge_4.txt,-0.1593317725918226,0.1317062450926162,16.276464018977713,2.1936626194551643
17184,17184,XY,0.70625,0.70625,1,abs_pot,3,3,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_1_pot_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_1_charge_1.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_1_pot_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_1_charge_3.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_1_pot_6.txt,cond_data/abs_pot/3x3/ml_test/NEGFXY_0.70625_0.70625_1_charge_6.txt,-0.3160820346500346,0.1521722839832514,13.29784774332623,1.420979102106449
