,Unnamed: 0,Plane,VG,VD,Location,Criteria,Height,Width,inpPotPath,inpChargePath,cmpPotPath,cmpChargePath,tarPotPath,tarChargePath,Pot Mean,Pot STD,Charge Mean,Charge STD
4411,4411,XY,0.2375,0.51875,8,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_8_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_8_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_8_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_8_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_8_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_8_charge_4.txt,-0.0328974383912447,0.2367831512660478,15.880765178347248,2.690021322606706
14571,14571,XY,0.6125,0.425,17,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.425_17_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.425_17_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.425_17_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.425_17_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.425_17_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.425_17_charge_5.txt,-0.2271661488389798,0.1466766790848277,18.222376728764864,1.772840327693384
2082,2082,XY,0.2375,0.33125,8,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.33125_8_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.33125_8_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.33125_8_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.33125_8_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.33125_8_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.33125_8_charge_4.txt,-0.0062392600374317,0.1943781611596215,16.03777585784258,2.685692553319997
14756,14756,XY,0.70625,0.2375,11,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.2375_11_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.2375_11_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.2375_11_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.2375_11_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.2375_11_pot_6.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.2375_11_charge_6.txt,-0.2115706155564015,0.0897427255892431,18.843452938125424,1.6889520039382062
4831,4831,XY,0.70625,0.425,18,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_18_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_18_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_18_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_18_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_18_pot_7.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_18_charge_7.txt,-0.2691220600177643,0.1376812209021588,18.188953638280847,1.6940964592488963
10758,10758,XY,0.14375,0.51875,9,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.51875_9_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.51875_9_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.51875_9_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.51875_9_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.51875_9_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.51875_9_charge_4.txt,0.0299434672711077,0.2609276131390431,15.23362786388693,3.1217017962388915
6945,6945,XY,0.51875,0.05,3,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.51875_0.05_3_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.51875_0.05_3_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.51875_0.05_3_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.51875_0.05_3_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.51875_0.05_3_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.51875_0.05_3_charge_5.txt,-0.1261985448420251,0.0464110647104996,15.316793453036158,1.3491709209988838
7489,7489,XY,0.2375,0.14375,13,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.14375_13_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.14375_13_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.14375_13_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.14375_13_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.14375_13_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.14375_13_charge_4.txt,0.023524232853851,0.1477044287880957,16.6166550077494,2.6623508889796748
12389,12389,XY,0.70625,0.51875,6,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.51875_6_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.51875_6_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.51875_6_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.51875_6_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.51875_6_pot_7.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.51875_6_charge_7.txt,-0.289507590787971,0.1603166002528245,17.763814582899837,1.66177667063894
6919,6919,XY,0.6125,0.51875,18,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_18_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_18_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_18_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_18_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_18_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_18_charge_5.txt,-0.2458377704606014,0.1710128358471829,17.94130148724068,1.769570096633214
11140,11140,XY,0.6125,0.33125,15,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.33125_15_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.33125_15_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.33125_15_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.33125_15_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.33125_15_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.33125_15_charge_5.txt,-0.2030803850526583,0.120731216625789,18.53311934810168,1.7668746581768442
11868,11868,XY,0.8,0.51875,17,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.51875_17_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.51875_17_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.51875_17_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.51875_17_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.51875_17_pot_7.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.51875_17_charge_7.txt,-0.3155715973861185,0.1617908504990192,18.55894292971525,1.65964598443695
12162,12162,XY,0.425,0.14375,0,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.14375_0_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.14375_0_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.14375_0_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.14375_0_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.14375_0_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.14375_0_charge_4.txt,-0.0679675904707524,0.0887025680040518,12.449079678944551,1.4718608683719991
8878,8878,XY,0.14375,0.8,10,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.8_10_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.8_10_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.8_10_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.8_10_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.8_10_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.14375_0.8_10_charge_4.txt,-0.0020068808861819,0.311948024820372,14.985404009699314,3.0928662955788626
11137,11137,XY,0.8,0.05,5,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.05_5_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.05_5_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.05_5_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.05_5_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.05_5_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.05_5_charge_4.txt,-0.221669394619972,0.0585484113273261,17.425753052577985,1.3445393412613942
2211,2211,XY,0.33125,0.05,8,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.05_8_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.05_8_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.05_8_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.05_8_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.05_8_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.05_8_charge_4.txt,-0.0191922833102398,0.1016200937300037,17.12915938959082,2.221422050575557
13589,13589,XY,0.6125,0.6125,1,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.6125_1_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.6125_1_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.6125_1_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.6125_1_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.6125_1_pot_6.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.6125_1_charge_6.txt,-0.261837571627966,0.1538008963569943,13.827522554945883,1.2404549903511748
7882,7882,XY,0.2375,0.51875,18,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_18_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_18_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_18_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_18_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_18_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.51875_18_charge_4.txt,-0.03041947597513,0.2358273397662888,15.62753000691103,2.682008249738294
1068,1068,XY,0.70625,0.425,5,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_5_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_5_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_5_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_5_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_5_pot_7.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.425_5_charge_7.txt,-0.2774557707143763,0.1308453285154025,16.957296185622795,1.4775849420289122
15876,15876,XY,0.2375,0.425,14,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.425_14_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.425_14_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.425_14_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.425_14_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.425_14_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.2375_0.425_14_charge_4.txt,-0.0223499489556909,0.2153450967540761,16.313630897186805,2.6909633053981543
9824,9824,XY,0.8,0.6125,24,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.6125_24_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.6125_24_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.6125_24_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.6125_24_charge_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.6125_24_pot_8.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.6125_24_charge_8.txt,-0.3955644441060779,0.1280628921069886,14.243282921049046,1.096574391821815
12597,12597,XY,0.425,0.2375,10,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.2375_10_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.2375_10_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.2375_10_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.2375_10_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.2375_10_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.425_0.2375_10_charge_4.txt,-0.1064586704225352,0.1174122840257948,17.8470625372732,2.0059053363811348
14097,14097,XY,0.8,0.33125,20,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.33125_20_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.33125_20_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.33125_20_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.33125_20_charge_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.33125_20_pot_8.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.33125_20_charge_8.txt,-0.3013174342088567,0.1000961370948627,17.149749711645015,1.4132250435517286
9428,9428,XY,0.70625,0.14375,9,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.14375_9_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.14375_9_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.14375_9_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.14375_9_charge_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.14375_9_pot_9.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.70625_0.14375_9_charge_9.txt,-0.1956980962441314,0.0650884170763381,18.752186661779472,1.6690685917262045
14128,14128,XY,0.05,0.8,17,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.8_17_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.8_17_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.8_17_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.8_17_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.8_17_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.8_17_charge_5.txt,-0.0134898164489024,0.3050813268989754,14.92449746983022,2.9612363292118853
5084,5084,XY,0.8,0.70625,3,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.70625_3_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.70625_3_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.70625_3_pot_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.70625_3_charge_3.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.70625_3_pot_7.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.8_0.70625_3_charge_7.txt,-0.3842372618956985,0.1690344231663562,15.602364130002355,1.223119480007003
9823,9823,XY,0.05,0.14375,11,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.14375_11_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.14375_11_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.14375_11_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.14375_11_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.14375_11_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.05_0.14375_11_charge_5.txt,0.0691472687989849,0.1684868502337931,16.001411344222632,2.943417354175513
4351,4351,XY,0.33125,0.33125,3,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.33125_3_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.33125_3_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.33125_3_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.33125_3_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.33125_3_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.33125_3_charge_4.txt,-0.0401486580332445,0.1566552685296485,13.875501035546144,1.957366891323052
15713,15713,XY,0.33125,0.2375,24,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.2375_24_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.2375_24_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.2375_24_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.2375_24_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.2375_24_pot_4.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.33125_0.2375_24_charge_4.txt,-0.0097506224235503,0.1351026841427365,12.540178720980627,1.8640532431153545
16259,16259,XY,0.6125,0.51875,3,abs_pot,3,12,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_3_pot_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_3_charge_1.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_3_pot_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_3_charge_2.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_3_pot_5.txt,cond_data/abs_pot/3x12/ml_test/NEGFXY_0.6125_0.51875_3_charge_5.txt,-0.2505440776551199,0.1448444458482731,15.257362445265082,1.3449177908081005
